order_id,date,product,category,quantity,unit_price,total,region,channel,customer_age,rating
ORD-0281,2024-05-15,Clothing Item 24,Clothing,1,11.5,11.5,East,Online,26,1.3
ORD-0282,2024-09-14,Beauty Item 7,Beauty,4,171.52,686.08,North,Online,40,3.2
ORD-0283,2024-07-13,Toys Item 50,Toys,4,13.57,54.28,North,Mobile App,53,4.6
ORD-0284,2024-11-13,Sports Item 11,Sports,5,161.11,805.55,South,In-Store,37,2.1
ORD-0285,2024-05-14,Home & Garden Item 20,Home & Garden,1,58.48,58.48,West,Online,41,2.0
ORD-0286,2024-04-15,Sports Item 7,Sports,4,182.19,728.76,South,In-Store,18,4.8
ORD-0287,2024-06-15,Toys Item 22,Toys,5,120.16,600.8,West,Mobile App,56,1.5
ORD-0288,2024-04-16,Toys Item 21,Toys,5,284.7,1423.5,South,In-Store,38,2.2
ORD-0289,2024-06-13,Food Item 18,Food,5,236.76,1183.8,West,In-Store,25,4.7
ORD-0290,2024-03-22,Sports Item 50,Sports,5,299.2,1496.0,Central,Online,64,2.8
ORD-0291,2024-12-03,Sports Item 27,Sports,4,241.32,965.28,West,Online,58,2.2
ORD-0292,2024-07-03,Books Item 29,Books,2,217.41,434.82,Central,In-Store,55,2.6
ORD-0293,2024-06-23,Beauty Item 35,Beauty,5,20.65,103.25,Central,Mobile App,23,1.4
ORD-0294,2024-10-02,Sports Item 37,Sports,3,58.23,174.69,West,In-Store,45,1.4
ORD-0295,2024-12-17,Clothing Item 36,Clothing,3,74.37,223.11,Central,Mobile App,54,1.9
ORD-0296,2024-11-19,Toys Item 45,Toys,4,144.28,577.12,Central,Online,40,5.0
ORD-0297,2024-02-04,Food Item 47,Food,1,95.67,95.67,South,In-Store,37,2.4
ORD-0298,2024-08-04,Sports Item 29,Sports,5,150.04,750.2,West,In-Store,22,2.2
ORD-0299,2024-11-04,Clothing Item 44,Clothing,1,256.25,256.25,South,Mobile App,33,3.1
ORD-0300,2024-08-08,Home & Garden Item 26,Home & Garden,3,172.35,517.05,South,Online,58,3.6
ORD-0301,2024-04-15,Beauty Item 38,Beauty,1,223.83,223.83,West,In-Store,18,3.8
ORD-0302,2024-02-19,Sports Item 7,Sports,3,228.16,684.48,Central,Online,41,2.3
ORD-0303,2024-08-17,Food Item 41,Food,1,86.07,86.07,East,Mobile App,42,3.4
ORD-0304,2024-08-20,Clothing Item 12,Clothing,3,112.07,336.21,East,Mobile App,55,1.3
ORD-0305,2024-05-04,Home & Garden Item 12,Home & Garden,3,44.17,132.51,East,Mobile App,27,3.0
ORD-0306,2024-07-14,Beauty Item 12,Beauty,5,49.97,249.85,West,Mobile App,52,3.8
ORD-0307,2024-05-05,Home & Garden Item 12,Home & Garden,5,58.38,291.9,East,In-Store,57,1.2
ORD-0308,2024-04-27,Toys Item 25,Toys,1,150.53,150.53,Central,Mobile App,59,3.0
ORD-0309,2024-08-16,Food Item 11,Food,4,215.93,863.72,North,Mobile App,19,4.2
ORD-0310,2024-04-18,Sports Item 19,Sports,3,19.47,58.41,South,In-Store,54,4.0
ORD-0311,2024-10-04,Food Item 18,Food,5,158.12,790.6,Central,In-Store,52,4.3
ORD-0312,2024-07-04,Electronics Item 48,Electronics,4,168.43,673.72,South,In-Store,20,2.8
ORD-0313,2024-02-25,Toys Item 16,Toys,1,137.32,137.32,South,Mobile App,55,3.8
ORD-0314,2024-04-27,Beauty Item 14,Beauty,2,188.67,377.34,North,Mobile App,40,3.1
ORD-0315,2024-05-10,Home & Garden Item 37,Home & Garden,3,293.9,881.7,East,Mobile App,61,4.3
ORD-0316,2024-05-28,Home & Garden Item 42,Home & Garden,4,276.43,1105.72,South,Mobile App,26,2.0
ORD-0317,2024-11-13,Toys Item 32,Toys,2,230.82,461.64,South,Mobile App,58,2.1
ORD-0318,2024-11-26,Beauty Item 50,Beauty,4,141.07,564.28,North,In-Store,50,4.0
ORD-0319,2024-06-19,Toys Item 1,Toys,4,285.56,1142.24,North,Mobile App,47,3.5
ORD-0320,2024-07-07,Toys Item 28,Toys,1,240.74,240.74,South,In-Store,35,2.3
ORD-0321,2024-03-19,Books Item 32,Books,3,168.71,506.13,East,Mobile App,21,1.2
ORD-0322,2024-03-15,Food Item 30,Food,1,46.02,46.02,North,In-Store,30,5.0
ORD-0323,2024-05-03,Home & Garden Item 42,Home & Garden,3,56.09,168.27,East,In-Store,23,2.5
ORD-0324,2024-05-24,Home & Garden Item 45,Home & Garden,1,124.93,124.93,South,In-Store,59,1.4
ORD-0325,2024-02-05,Clothing Item 38,Clothing,1,71.88,71.88,South,Mobile App,61,2.8
ORD-0326,2024-07-23,Electronics Item 9,Electronics,3,246.95,740.85,West,Online,32,2.5
ORD-0327,2024-05-05,Clothing Item 25,Clothing,1,100.86,100.86,South,Mobile App,61,1.6
ORD-0328,2024-08-12,Electronics Item 47,Electronics,5,198.5,992.5,South,Mobile App,65,1.6
ORD-0329,2024-04-03,Beauty Item 7,Beauty,5,209.09,1045.45,South,Online,55,3.9
ORD-0330,2024-03-08,Toys Item 18,Toys,4,101.2,404.8,North,Online,53,3.4
ORD-0331,2024-11-10,Books Item 14,Books,1,255.88,255.88,Central,Mobile App,50,1.8
ORD-0332,2024-04-16,Beauty Item 25,Beauty,3,197.38,592.14,North,Online,49,3.6
ORD-0333,2024-01-12,Clothing Item 21,Clothing,5,267.72,1338.6,South,In-Store,54,2.7
ORD-0334,2024-02-01,Home & Garden Item 38,Home & Garden,4,286.78,1147.12,North,Online,34,1.9
ORD-0335,2024-11-23,Electronics Item 33,Electronics,4,156.91,627.64,West,In-Store,62,2.6
ORD-0336,2024-02-17,Home & Garden Item 14,Home & Garden,3,34.23,102.69,South,Mobile App,38,2.6
ORD-0337,2024-12-28,Clothing Item 16,Clothing,3,212.61,637.83,North,Online,23,4.7
ORD-0338,2024-01-10,Clothing Item 43,Clothing,4,187.56,750.24,South,Online,18,3.8
ORD-0339,2024-06-17,Electronics Item 34,Electronics,2,153.95,307.9,East,Online,41,1.5
ORD-0340,2024-01-11,Books Item 28,Books,1,233.7,233.7,East,Mobile App,22,2.1
ORD-0341,2024-06-02,Clothing Item 32,Clothing,4,142.0,568.0,Central,Online,41,1.6
ORD-0342,2024-02-08,Clothing Item 48,Clothing,5,205.48,1027.4,Central,Online,20,4.4
ORD-0343,2024-06-13,Electronics Item 10,Electronics,2,23.32,46.64,South,Online,53,4.2
ORD-0344,2024-07-24,Beauty Item 21,Beauty,2,103.31,206.62,East,Online,54,2.5
ORD-0345,2024-09-02,Electronics Item 26,Electronics,2,74.71,149.42,North,In-Store,36,4.1
ORD-0346,2024-08-01,Books Item 24,Books,3,35.04,105.12,South,In-Store,54,4.1
ORD-0347,2024-08-25,Sports Item 50,Sports,4,116.79,467.16,South,Mobile App,52,4.0
ORD-0348,2024-07-01,Sports Item 15,Sports,2,11.84,23.68,Central,In-Store,58,4.4
ORD-0349,2024-11-13,Electronics Item 48,Electronics,3,10.41,31.23,East,Online,31,3.1
ORD-0350,2024-01-05,Sports Item 46,Sports,4,152.68,610.72,East,Online,20,4.7
ORD-0351,2024-12-03,Beauty Item 38,Beauty,3,142.94,428.82,North,Mobile App,26,3.5
ORD-0352,2024-01-14,Beauty Item 43,Beauty,1,181.64,181.64,South,Online,36,2.0
ORD-0353,2024-12-11,Toys Item 21,Toys,4,213.2,852.8,West,In-Store,32,1.3
ORD-0354,2024-10-04,Sports Item 10,Sports,2,236.17,472.34,North,Online,46,2.9
ORD-0355,2024-04-15,Beauty Item 20,Beauty,1,165.41,165.41,West,In-Store,25,1.4
ORD-0356,2024-06-05,Books Item 6,Books,5,21.69,108.45,South,In-Store,43,3.1
ORD-0357,2024-03-01,Books Item 26,Books,3,247.82,743.46,West,Mobile App,65,3.2
ORD-0358,2024-03-04,Clothing Item 1,Clothing,4,39.54,158.16,North,Online,26,1.8
ORD-0359,2024-11-03,Beauty Item 38,Beauty,3,209.01,627.03,Central,In-Store,22,1.1
ORD-0360,2024-08-26,Clothing Item 9,Clothing,2,271.71,543.42,North,In-Store,25,1.2
ORD-0361,2024-10-14,Food Item 47,Food,1,58.71,58.71,West,In-Store,19,2.5
ORD-0362,2024-03-09,Beauty Item 18,Beauty,2,112.63,225.26,West,Online,20,3.5
ORD-0363,2024-09-16,Sports Item 4,Sports,3,154.67,464.01,North,In-Store,42,1.5
ORD-0364,2024-09-26,Sports Item 2,Sports,5,82.24,411.2,West,Mobile App,40,2.9
ORD-0365,2024-09-11,Food Item 25,Food,3,274.67,824.01,East,Online,19,2.3
ORD-0366,2024-05-02,Sports Item 31,Sports,1,269.76,269.76,Central,In-Store,55,5.0
ORD-0367,2024-04-09,Home & Garden Item 35,Home & Garden,1,81.87,81.87,North,Online,54,4.4
ORD-0368,2024-03-06,Beauty Item 16,Beauty,3,281.2,843.6,Central,In-Store,65,3.8
ORD-0369,2024-10-05,Electronics Item 37,Electronics,3,284.78,854.34,South,In-Store,52,2.2
ORD-0370,2024-04-20,Food Item 15,Food,1,36.16,36.16,North,Mobile App,48,1.0
ORD-0371,2024-03-26,Sports Item 21,Sports,2,108.81,217.62,North,Online,27,3.3
ORD-0372,2024-06-03,Home & Garden Item 24,Home & Garden,1,255.47,255.47,West,Mobile App,24,2.3
ORD-0373,2024-12-14,Toys Item 41,Toys,2,292.99,585.98,West,Mobile App,38,1.7
ORD-0374,2024-03-13,Toys Item 20,Toys,2,202.99,405.98,East,Online,29,3.9
ORD-0375,2024-10-11,Beauty Item 40,Beauty,5,19.38,96.9,South,Mobile App,54,1.4
ORD-0376,2024-02-08,Food Item 23,Food,2,106.03,212.06,East,Online,58,4.5
ORD-0377,2024-05-07,Clothing Item 16,Clothing,3,139.51,418.53,North,In-Store,34,4.1
ORD-0378,2024-12-14,Electronics Item 11,Electronics,1,121.91,121.91,West,In-Store,42,2.4
ORD-0379,2024-10-21,Beauty Item 49,Beauty,1,250.34,250.34,South,Online,46,1.3
ORD-0380,2024-05-04,Electronics Item 5,Electronics,3,15.81,47.43,East,Online,42,1.6
ORD-0381,2024-02-11,Clothing Item 39,Clothing,5,283.12,1415.6,Central,In-Store,63,1.1
ORD-0382,2024-03-02,Home & Garden Item 7,Home & Garden,5,268.02,1340.1,East,Online,30,2.6
ORD-0383,2024-02-02,Books Item 26,Books,3,96.24,288.72,Central,Mobile App,49,1.6
ORD-0384,2024-05-27,Toys Item 43,Toys,1,134.0,134.0,Central,In-Store,30,1.4
ORD-0385,2024-02-16,Sports Item 8,Sports,2,195.07,390.14,East,In-Store,48,3.0
ORD-0386,2024-07-06,Books Item 24,Books,1,196.13,196.13,West,In-Store,29,2.8
ORD-0387,2024-04-27,Books Item 18,Books,4,144.86,579.44,Central,Online,27,4.0
ORD-0388,2024-09-14,Clothing Item 49,Clothing,1,203.75,203.75,Central,Online,53,1.2
ORD-0389,2024-09-22,Beauty Item 31,Beauty,5,131.39,656.95,Central,Online,48,2.2
ORD-0390,2024-09-26,Beauty Item 37,Beauty,1,155.6,155.6,Central,Online,25,4.8
ORD-0391,2024-03-07,Food Item 13,Food,2,285.22,570.44,South,Online,45,1.3
ORD-0392,2024-11-05,Beauty Item 39,Beauty,2,299.2,598.4,East,In-Store,64,4.7
ORD-0393,2024-07-18,Clothing Item 21,Clothing,1,122.54,122.54,East,Mobile App,47,4.7
ORD-0394,2024-07-04,Electronics Item 27,Electronics,5,180.39,901.95,South,Online,54,3.4
ORD-0395,2024-02-26,Clothing Item 19,Clothing,1,173.17,173.17,Central,In-Store,44,2.1
ORD-0396,2024-01-06,Food Item 18,Food,5,186.59,932.95,West,Online,57,3.4
ORD-0397,2024-06-23,Beauty Item 16,Beauty,1,124.77,124.77,North,Mobile App,48,4.7
ORD-0398,2024-05-10,Toys Item 18,Toys,1,107.97,107.97,West,Mobile App,61,1.4
ORD-0399,2024-12-15,Sports Item 50,Sports,2,97.13,194.26,East,In-Store,64,2.7
ORD-0400,2024-07-24,Clothing Item 32,Clothing,2,138.09,276.18,Central,In-Store,21,3.1
ORD-0401,2024-09-13,Home & Garden Item 9,Home & Garden,1,100.22,100.22,Central,Mobile App,19,1.7
ORD-0402,2024-08-02,Sports Item 24,Sports,1,82.34,82.34,South,In-Store,41,4.3
ORD-0403,2024-04-12,Beauty Item 32,Beauty,1,207.53,207.53,Central,In-Store,29,4.8
ORD-0404,2024-06-06,Food Item 17,Food,5,169.88,849.4,North,In-Store,19,2.5
ORD-0405,2024-04-28,Home & Garden Item 15,Home & Garden,5,236.14,1180.7,South,Mobile App,31,2.1
ORD-0406,2024-11-01,Beauty Item 31,Beauty,5,15.81,79.05,South,Mobile App,29,3.4
ORD-0407,2024-05-23,Electronics Item 46,Electronics,2,83.18,166.36,East,In-Store,42,4.4
ORD-0408,2024-05-22,Food Item 34,Food,3,73.27,219.81,Central,In-Store,55,1.4
ORD-0409,2024-10-10,Toys Item 20,Toys,5,197.72,988.6,North,In-Store,22,2.3
ORD-0410,2024-05-21,Books Item 46,Books,3,259.82,779.46,East,Online,27,3.1
ORD-0411,2024-10-13,Sports Item 43,Sports,1,243.56,243.56,East,Mobile App,26,3.9
ORD-0412,2024-07-13,Food Item 25,Food,3,85.22,255.66,North,Mobile App,63,5.0
ORD-0413,2024-04-22,Sports Item 35,Sports,3,220.69,662.07,West,Mobile App,40,3.0
ORD-0414,2024-02-16,Home & Garden Item 9,Home & Garden,5,62.52,312.6,East,Mobile App,53,4.1
ORD-0415,2024-04-12,Home & Garden Item 15,Home & Garden,3,199.78,599.34,East,In-Store,39,2.5
ORD-0416,2024-08-02,Books Item 41,Books,4,256.84,1027.36,Central,Mobile App,57,1.3
ORD-0417,2024-11-13,Sports Item 34,Sports,5,44.74,223.7,East,In-Store,21,4.5
ORD-0418,2024-06-14,Home & Garden Item 37,Home & Garden,2,297.77,595.54,West,Online,38,4.4
ORD-0419,2024-11-06,Home & Garden Item 21,Home & Garden,1,151.39,151.39,North,Online,46,2.1
ORD-0420,2024-08-26,Home & Garden Item 49,Home & Garden,5,231.69,1158.45,North,Online,57,2.7
ORD-0421,2024-08-13,Beauty Item 1,Beauty,4,134.41,537.64,North,Mobile App,30,3.9
ORD-0422,2024-09-07,Electronics Item 2,Electronics,3,229.48,688.44,North,Mobile App,64,2.0
ORD-0423,2024-07-17,Toys Item 38,Toys,3,47.38,142.14,East,Online,22,4.3
ORD-0424,2024-09-20,Books Item 34,Books,3,142.21,426.63,East,In-Store,61,5.0
ORD-0425,2024-04-06,Toys Item 26,Toys,4,114.17,456.68,North,Online,32,3.9
ORD-0426,2024-10-17,Home & Garden Item 11,Home & Garden,2,222.87,445.74,North,In-Store,63,3.6
ORD-0427,2024-05-25,Electronics Item 35,Electronics,4,264.19,1056.76,Central,Online,56,5.0
ORD-0428,2024-02-14,Clothing Item 29,Clothing,1,23.98,23.98,West,Online,53,2.0
ORD-0429,2024-11-01,Home & Garden Item 20,Home & Garden,2,211.6,423.2,West,Mobile App,24,3.6
ORD-0430,2024-03-14,Books Item 7,Books,5,185.62,928.1,Central,Mobile App,57,1.5
ORD-0431,2024-10-07,Clothing Item 50,Clothing,1,154.33,154.33,East,Mobile App,30,2.4
ORD-0432,2024-09-16,Beauty Item 14,Beauty,3,56.5,169.5,West,In-Store,33,1.0
ORD-0433,2024-11-16,Clothing Item 10,Clothing,1,252.21,252.21,North,Mobile App,22,3.9
ORD-0434,2024-08-10,Clothing Item 17,Clothing,3,196.85,590.55,West,Online,24,4.3
ORD-0435,2024-11-11,Electronics Item 28,Electronics,3,114.45,343.35,North,Online,20,1.0
ORD-0436,2024-08-20,Home & Garden Item 18,Home & Garden,2,105.3,210.6,North,In-Store,39,1.7
ORD-0437,2024-05-27,Beauty Item 25,Beauty,4,289.06,1156.24,West,In-Store,59,4.5
ORD-0438,2024-12-02,Home & Garden Item 11,Home & Garden,1,48.42,48.42,North,In-Store,55,2.9
ORD-0439,2024-06-20,Food Item 2,Food,2,187.27,374.54,South,In-Store,49,1.5
ORD-0440,2024-05-21,Beauty Item 21,Beauty,4,23.32,93.28,North,Mobile App,61,3.1
ORD-0441,2024-12-23,Sports Item 40,Sports,3,160.53,481.59,North,In-Store,60,3.9
ORD-0442,2024-11-13,Food Item 10,Food,3,202.47,607.41,Central,Mobile App,21,1.0
ORD-0443,2024-08-28,Home & Garden Item 11,Home & Garden,5,256.16,1280.8,North,In-Store,38,2.0
ORD-0444,2024-09-21,Books Item 25,Books,1,157.0,157.0,West,Online,23,2.8
ORD-0445,2024-08-11,Food Item 8,Food,1,258.4,258.4,West,Mobile App,59,1.1
ORD-0446,2024-09-01,Beauty Item 6,Beauty,4,20.38,81.52,Central,Mobile App,58,2.2
ORD-0447,2024-06-27,Sports Item 4,Sports,4,285.59,1142.36,South,In-Store,39,3.2
ORD-0448,2024-02-04,Food Item 49,Food,3,217.6,652.8,South,Online,39,2.4
ORD-0449,2024-12-04,Books Item 3,Books,5,161.37,806.85,South,In-Store,26,4.3
ORD-0450,2024-04-07,Beauty Item 8,Beauty,1,83.73,83.73,West,Online,47,4.3
ORD-0451,2024-07-02,Sports Item 41,Sports,3,41.24,123.72,Central,Online,46,2.8
ORD-0452,2024-12-02,Home & Garden Item 36,Home & Garden,4,11.25,45.0,West,Mobile App,48,4.7
ORD-0453,2024-03-04,Home & Garden Item 25,Home & Garden,5,60.35,301.75,Central,Mobile App,38,3.0
ORD-0454,2024-12-25,Beauty Item 16,Beauty,4,294.05,1176.2,East,In-Store,39,4.9
ORD-0455,2024-10-23,Food Item 48,Food,2,50.06,100.12,Central,In-Store,62,3.2
ORD-0456,2024-04-07,Toys Item 40,Toys,5,193.44,967.2,East,Mobile App,40,4.7
ORD-0457,2024-12-21,Home & Garden Item 21,Home & Garden,2,156.12,312.24,North,In-Store,53,2.9
ORD-0458,2024-07-26,Beauty Item 1,Beauty,5,92.91,464.55,Central,Online,19,2.5
ORD-0459,2024-03-10,Electronics Item 44,Electronics,1,67.96,67.96,East,Online,21,3.8
ORD-0460,2024-01-12,Books Item 29,Books,2,228.53,457.06,North,Mobile App,61,4.0
ORD-0461,2024-09-26,Sports Item 45,Sports,5,122.77,613.85,East,Mobile App,60,1.2
ORD-0462,2024-11-11,Beauty Item 36,Beauty,4,130.79,523.16,North,Online,65,2.0
ORD-0463,2024-12-23,Food Item 42,Food,2,274.32,548.64,East,Mobile App,52,4.0
ORD-0464,2024-03-22,Sports Item 5,Sports,2,95.3,190.6,South,Online,65,3.1
ORD-0465,2024-09-09,Beauty Item 9,Beauty,1,134.26,134.26,South,Mobile App,34,1.0
ORD-0466,2024-06-20,Food Item 4,Food,2,21.57,43.14,Central,Mobile App,37,3.0
ORD-0467,2024-06-17,Toys Item 15,Toys,1,237.36,237.36,South,Mobile App,22,4.1
ORD-0468,2024-07-03,Home & Garden Item 23,Home & Garden,4,167.48,669.92,South,Online,60,2.3
ORD-0469,2024-10-17,Toys Item 31,Toys,3,73.34,220.02,Central,Mobile App,18,1.5
ORD-0470,2024-11-20,Toys Item 40,Toys,4,79.69,318.76,South,Online,61,4.5
ORD-0471,2024-09-24,Beauty Item 19,Beauty,1,121.89,121.89,North,Mobile App,41,3.1
ORD-0472,2024-11-07,Food Item 21,Food,4,22.71,90.84,Central,Online,24,1.7
ORD-0473,2024-11-25,Electronics Item 14,Electronics,1,71.12,71.12,West,Online,31,3.2
ORD-0474,2024-03-01,Beauty Item 30,Beauty,1,226.59,226.59,East,Online,23,1.3
ORD-0475,2024-10-27,Home & Garden Item 15,Home & Garden,3,171.83,515.49,East,In-Store,42,2.8
ORD-0476,2024-07-22,Beauty Item 8,Beauty,4,101.75,407.0,Central,Online,59,3.9
ORD-0477,2024-02-12,Clothing Item 33,Clothing,5,23.19,115.95,North,In-Store,61,2.2
ORD-0478,2024-08-13,Clothing Item 26,Clothing,3,231.92,695.76,North,In-Store,28,3.1
ORD-0479,2024-09-10,Home & Garden Item 41,Home & Garden,4,241.05,964.2,South,In-Store,61,4.5
ORD-0480,2024-09-05,Toys Item 8,Toys,1,170.51,170.51,North,Online,54,3.4
ORD-0481,2024-12-24,Clothing Item 23,Clothing,3,70.91,212.73,South,In-Store,59,4.4
ORD-0482,2024-10-27,Home & Garden Item 17,Home & Garden,2,63.35,126.7,South,Online,29,3.7
ORD-0483,2024-09-03,Electronics Item 19,Electronics,5,143.76,718.8,North,In-Store,24,1.8
ORD-0484,2024-11-21,Food Item 16,Food,3,113.56,340.68,North,In-Store,57,1.3
ORD-0485,2024-06-20,Sports Item 43,Sports,3,150.89,452.67,East,Mobile App,55,1.6
ORD-0486,2024-03-01,Toys Item 21,Toys,3,288.0,864.0,South,Online,63,4.0
ORD-0487,2024-03-22,Beauty Item 47,Beauty,3,253.62,760.86,East,In-Store,47,2.8
ORD-0488,2024-03-21,Books Item 39,Books,4,169.97,679.88,North,In-Store,26,4.6
ORD-0489,2024-11-03,Sports Item 47,Sports,3,222.72,668.16,North,Online,50,3.5
ORD-0490,2024-01-18,Beauty Item 17,Beauty,5,71.69,358.45,Central,Mobile App,48,3.6
ORD-0491,2024-10-24,Home & Garden Item 19,Home & Garden,3,123.81,371.43,South,In-Store,50,3.0
ORD-0492,2024-11-08,Beauty Item 40,Beauty,3,155.62,466.86,South,Mobile App,26,2.8
ORD-0493,2024-11-28,Home & Garden Item 10,Home & Garden,5,285.12,1425.6,West,In-Store,20,1.9
ORD-0494,2024-06-08,Food Item 3,Food,2,28.22,56.44,South,Mobile App,41,2.6
ORD-0495,2024-11-11,Food Item 7,Food,1,21.56,21.56,Central,Mobile App,35,4.3
ORD-0496,2024-03-13,Books Item 42,Books,5,167.85,839.25,West,In-Store,55,3.6
ORD-0497,2024-04-17,Clothing Item 26,Clothing,5,82.95,414.75,East,In-Store,49,4.2
ORD-0498,2024-08-06,Electronics Item 15,Electronics,5,265.78,1328.9,North,Mobile App,59,2.1
ORD-0499,2024-10-23,Home & Garden Item 8,Home & Garden,2,55.62,111.24,South,In-Store,39,3.9
ORD-0500,2024-10-06,Food Item 42,Food,4,148.91,595.64,West,Online,33,1.2
